state,district,alt_district_names,GHI_kWhperm2_day,wind_energy_kWhperm2_100m_day,wind_energy_kWhperm2_150m_day,wind_energy_kWhperm2_200m_day,avg_temp_C,min_temp_C,max_temp_C,population_oct25,per_capita_consumption_kWh,total_energy_consumption_district_yearly_MW,dist_to_nearest_substation_km,dist_to_nearest_plant_km,total_area_km2,shrubland_area_km2,Grassland_km2,Cropland_km2,Builtup_km2,vegetation_km2,water_bodies_km2,Herbaceous_km2,Mangroves_km2,snow_ice_km2,moss&lichen_km2
MadhyaPradesh,Harda,,5.253040764,0.794381876,1.22196101,1.632931357,26.09604132,12.08334351,42.29014206,676730,1231.825763,95.16135255,72.13941607,147.844091,3567.160365,71.60499221,408.7892709,2306.335258,38.97014092,5.729259406,47.42120382,0.01083568,,,
MadhyaPradesh,Hoshangabad,,5.256047628,0.774781314,1.136982361,1.473542392,25.57880755,11.72820841,41.72980143,1486668,1231.825763,209.0543314,44.222884,43.96455314,7239.242709,65.94902296,655.5256504,3859.125472,78.14999919,59.9377799,159.6426778,0.015698939,,,
MadhyaPradesh,Indore,,5.28477884,1.253855321,1.82621955,2.370513849,25.11577207,9.91529168,40.94802517,4188478,1231.825763,588.9811765,33.98996353,230.7514087,4219.98102,6.366772828,428.2693502,2937.550505,253.6624269,17.33785666,24.3181679,0.001023844,,,
MadhyaPradesh,Jabalpur,Jubbulpore,5.236404189,0.769120787,1.138270782,1.489470088,25.21487745,9.294835344,41.82096148,2450692,1231.825763,344.6147879,48.66518676,183.0541301,4346.399027,53.85384393,721.7604111,2492.711181,128.5424831,13.13156494,81.88199525,0.090268897,,,
MadhyaPradesh,Jhabua,,5.363089394,1.075231203,1.533138559,1.938472579,25.45946063,10.95214081,40.76645279,1649948,1231.825763,232.0146636,45.07034534,275.3124354,3705.884292,19.51531651,1181.957734,2215.334825,27.28475538,17.8839067,22.28626451,,,,
MadhyaPradesh,Katni,,5.240723836,0.68122727,1.007063121,1.307835099,25.04831645,9.043962425,41.96510843,1867395,1231.825763,262.5919258,117.0172259,203.5966049,6704.60793,282.3249348,1255.457605,3805.16165,99.20227592,37.07065466,70.42364708,0.016552142,,,
MadhyaPradesh,Mandla,,5.231029352,0.561395076,0.814411898,1.037758805,24.76469042,9.141000443,41.01424222,1250577,1231.825763,175.8553615,59.68053473,231.8942135,7311.657391,63.95286878,1728.142068,2587.935312,39.76822718,19.33622916,169.4204717,0.007081586,,,
MadhyaPradesh,Mandsaur,Mandasor,5.385384276,1.205400752,1.765831705,2.306554972,25.51414588,9.688190252,41.52338423,1744618,1231.825763,245.3271003,4.902979684,269.236078,6148.402809,101.4678717,1026.488926,4119.277191,130.8360639,47.8607741,443.1243002,0.000170641,,,
MadhyaPradesh,Morena,Tonwarghar,5.0494915,0.724813682,1.109228212,1.464239039,25.45144866,7.431392296,42.43853879,1641883,1231.825763,230.8805683,65.03113913,213.6955572,5542.953787,82.49647219,1637.191888,3227.329962,94.62731511,73.69337766,85.49693184,3.302322938,,,
MadhyaPradesh,Narsimhapur,Narsimhapur,5.262540196,0.823265846,1.208575168,1.57859119,25.42149601,10.56719007,41.69335938,1414987,1231.825763,198.9745936,25.22376696,83.6542152,5563.480491,75.47392739,755.212631,3279.326126,70.10181884,25.84019707,39.9807601,0.000341281,,,
MadhyaPradesh,Neemuch,,5.436990627,1.058935266,1.546014351,1.993145949,25.1714581,9.796321474,40.90585152,1054848,1231.825763,148.332071,47.57478278,233.3841603,4550.563383,376.733318,1591.534255,2083.499148,77.98174752,15.55790417,161.5098277,8.53E-05,,,
MadhyaPradesh,Panna,,5.176171694,0.672893706,0.972482151,1.229352453,25.04916046,8.930349199,42.24324932,1152669,1231.825763,162.0875993,172.8815322,154.5145566,7780.502695,551.7851014,2436.874322,3643.804119,51.55249897,26.30101211,69.54331203,0.003242172,,,
MadhyaPradesh,Raisen,,5.214384057,0.826321191,1.231916563,1.615608405,25.32694308,11.0698702,42.28360111,1481794,1231.825763,208.3689525,58.39741244,60.60259134,9207.213708,298.9855188,1756.421658,5270.673613,87.949891,15.18531034,102.2959907,0.039673948,,,
MadhyaPradesh,Rajgarh,,5.250982763,0.924488364,1.432549288,1.931543044,25.55664138,10.72473145,42.74170826,1646942,1231.825763,231.5919618,52.90781576,219.8652439,6664.198947,35.72993118,741.2390398,5286.859902,91.29632454,30.67171608,105.1117318,0.00264493,,,
MadhyaPradesh,Ratlam,,5.35904915,1.226172678,1.782658951,2.308793842,25.33374409,9.60430707,41.16884605,2017778,1231.825763,283.7386899,8.398373464,268.0824249,5231.81345,21.11353673,964.4636137,3769.340341,106.6625993,34.07335187,38.67868671,,,,
MadhyaPradesh,Rewa,,5.08679762,0.531610853,0.778171831,0.990072699,25.11755181,8.890445779,41.59100675,3276442,1231.825763,460.7312403,58.54843063,78.87254434,6922.961225,67.07363008,1209.970698,4460.148332,114.6135998,17.87776364,44.5535879,0.110404492,,,
MadhyaPradesh,Sagar,Saugor,5.202325154,0.885280364,1.331230481,1.759550565,25.03504512,9.931676087,42.26497032,2225960,1231.825763,313.0131135,3.051896298,100.9581535,11166.03641,575.7040555,2362.530036,6786.37935,138.2539831,28.53060268,77.73986441,,,,
MadhyaPradesh,Satna,,5.144610455,0.585150019,0.850313107,1.079351445,24.95127559,8.925196738,41.72560732,2995947,1231.825763,421.2882075,127.1300868,144.0780764,8214.692849,303.3572466,1536.25778,4730.464688,134.6637041,29.67688116,208.3959878,0.078238732,,,
MadhyaPradesh,Sehore,,5.228902802,0.89845381,1.3591391,1.794167203,25.58237542,11.15289964,42.34020057,1991964,1231.825763,280.1087412,85.14212216,139.6272939,7100.237224,103.1813596,992.5720514,5019.440085,96.81612257,20.48830943,58.34041289,0.000255961,,,
MadhyaPradesh,Seoni,,5.226262452,0.950842947,1.428235641,1.890737004,25.20224281,10.38239051,41.17538674,2059545,1231.825763,289.6119395,53.13019304,153.7947352,9428.557311,103.6255372,2153.562061,4539.317482,95.21602531,20.91124225,166.2644731,0.044878488,,,
MadhyaPradesh,Shahdol,Sahdol,5.21817661,0.539254737,0.788687147,1.01446507,24.32501062,9.394013866,40.57365609,2454368,1231.825763,345.1317047,40.18641178,223.1671763,9032.582213,115.7926413,2306.451635,3591.110119,62.91085173,40.05439153,252.8264585,0.003754094,,,
MadhyaPradesh,Shajapur,,5.265707473,0.945869465,1.459303635,1.961788155,25.39866641,10.37176424,42.30192656,1187753,1231.825763,167.0210896,20.30696959,212.2967758,3825.377617,0.740580367,235.0245446,3295.47402,65.92214706,10.73969513,20.44641715,,,,
MadhyaPradesh,Sheopur,SheopurKala,5.212295179,0.701234667,1.03387273,1.316854576,25.5103994,8.227566069,42.2658497,661022,1231.825763,92.95250334,100.2035402,231.3886547,7210.522098,896.292935,2667.370918,2511.471839,36.87663626,31.49318011,51.83388538,0.342817041,,,
MadhyaPradesh,Shivpuri,Narwar,5.209003891,0.789144681,1.191853742,1.570133709,25.08867344,8.321622721,42.43261176,1904674,1231.825763,267.8340756,106.6582442,132.6503043,11534.87913,959.3774989,3245.679376,6347.098133,86.86384866,30.45918316,156.0861003,0.014589775,,,
MadhyaPradesh,Sidhi,,5.153795306,0.425767839,0.652363247,0.861728354,24.94117287,9.388864517,41.03562419,2139558,1231.825763,300.8633179,11.63763501,136.4684594,5219.626637,39.82155238,944.7718548,1987.920255,33.92762476,34.86853724,74.20905366,0.002986211,,,
MadhyaPradesh,Singrauli,,5.126550236,0.476284518,0.683885221,0.864262345,24.90429924,9.577145475,40.84852852,2823648,1231.825763,397.0596291,23.41491114,135.3735352,6320.35209,35.84195675,1756.151961,2471.636721,76.35724865,132.5463097,137.5889112,0.001706406,,,
MadhyaPradesh,Tikamgarh,,5.190087788,0.601675789,0.934352586,1.257601046,25.41458365,8.739204251,43.05189732,1700145,1231.825763,239.0733346,39.01210077,28.61906351,5566.423103,75.36173117,1198.578644,3803.782873,88.86870551,14.09278365,64.20806186,0.128321759,,,
MadhyaPradesh,Ujjain,,5.321514206,1.170377319,1.753905092,2.323268137,25.21270031,9.459761593,41.34132203,2771127,1231.825763,389.6741587,30.82599916,300.5765106,6597.379572,4.619327379,357.8114043,5732.014399,165.0476347,19.59355525,32.92877979,,,,
MadhyaPradesh,Umaria,,5.235868906,0.638984598,0.947684608,1.23888499,24.84322391,9.031558346,41.40719486,709994,1231.825763,99.83891558,93.99191879,224.51947,4050.405436,71.10305278,797.4658978,1462.061695,22.60340013,9.453661961,73.82033429,8.53E-05,,,
MadhyaPradesh,Vidisha,,5.21760745,0.866742032,1.338603857,1.799510364,25.11423845,10.09509878,42.52099609,1599835,1231.825763,224.9678047,55.15966364,142.9393066,7956.260846,123.4886193,648.0774425,6558.878522,81.79036123,12.17708654,50.5578347,0.008361391,,,
MadhyaPradesh,WestNimar,Khargone;Khargaon,5.292438313,1.105360351,1.552800943,1.976400472,26.32022215,12.15821204,42.06654169,2251706,1231.825763,316.6335001,17.92685861,146.2254527,8638.307208,55.97183552,2365.941142,5217.751638,111.0905532,35.47397022,96.97925502,,,,
Maharashtra,Ahmadnagar,Ahmadnagar,5.361977487,1.213935921,1.628343922,2.02004203,25.21375351,12.40733186,38.59640386,10187998,1588.317495,1847.234642,21.86440146,184.8360027,17026.26165,1749.741931,3182.839852,10320.78098,424.8683116,101.234094,305.1757639,0.874618588,,,
Maharashtra,Akola,,5.305820143,0.896221818,1.348699529,1.807612806,26.7856417,13.9142873,42.39764465,1650639,1588.317495,299.2852514,27.92569856,85.80823767,5876.505468,52.49665362,485.948104,4799.962012,120.6157989,11.11408068,46.10906263,8.53E-05,,,
Maharashtra,Amravati,"Amaravati,Amraoti,Amaraoti",5.246517684,0.941462075,1.347915234,1.726874041,26.07159299,13.20503461,41.94303063,2869945,1588.317495,520.3634537,31.6105113,37.60394064,13022.83819,133.7568344,1671.742607,7520.861703,201.7591761,29.01479549,116.3373262,0.009555876,,,
Maharashtra,Aurangabad,,5.342311286,0.99399388,1.392981582,1.762121241,25.4070555,12.30214548,40.05101207,4976858,1588.317495,902.3779261,96.8996261,128.5060486,10706.161,463.9500515,1578.62768,7638.345905,263.4374905,58.3215571,211.4200812,0.558250846,,,
Maharashtra,Bhandara,,5.268157383,0.710739881,1.106135677,1.495177831,26.7887931,12.42313512,42.07057953,1825822,1588.317495,331.0485189,29.620771,149.5265881,5021.314402,79.11608116,520.5855938,2716.626679,92.038526,36.56120704,140.557461,0.254510511,,,
Maharashtra,Bid,Bir|Beed|Bhir|Bidh,5.322345404,0.99752816,1.445453627,1.887884782,25.91843604,13.10405325,40.18023292,3809826,1588.317495,690.7777728,30.43023131,200.9568565,12028.11555,905.4872232,1129.555956,9280.071032,191.185685,32.10040481,160.2287431,0.04001523,,,
Maharashtra,Buldana,,5.331875108,1.087748492,1.582068109,2.07311877,26.11795062,13.49543704,41.15372206,2634443,1588.317495,477.6634597,48.84965149,27.75528401,10217.62308,118.8982156,1540.087212,7703.573971,174.5722832,26.36389318,94.8876274,,,,
Maharashtra,Chandrapur,Chanda,5.255866598,0.737839888,1.144853141,1.556292403,27.43851702,12.81040602,42.78111049,2693392,1588.317495,488.3517848,20.2205375,138.9939878,12003.15927,427.8459907,1411.019071,5979.551595,153.9651225,66.41802875,172.1719666,0.930162115,,,
Maharashtra,Dhule,"Dhulia,WestKhandesh",5.348342923,1.226637112,1.673637389,2.092908836,26.11485358,12.37361058,40.81779567,2548599,1588.317495,462.0986735,22.54854442,185.9722863,7656.118725,725.7471736,1863.424856,4361.047502,153.1079093,176.922602,101.0307757,0.027729104,,,
Maharashtra,Garhchiroli,,5.223783843,0.506243865,0.826182405,1.145746752,27.06071528,13.02592137,41.37647758,1366212,1588.317495,247.7144317,107.4029299,61.11003993,15314.1563,161.7792692,1321.804988,3170.40561,52.69067202,76.65228631,239.5520673,0.383429513,,,
Maharashtra,Gondiya,,5.257601928,0.677555416,1.061711263,1.440031003,26.62031896,12.38249399,41.78528814,1509396,1588.317495,273.6758075,38.25157531,128.776806,4951.895316,84.91342618,469.5724046,2023.803507,76.64639921,12.82304667,106.1257638,0.232668509,,,
Maharashtra,Hingoli,,5.311432414,0.922257443,1.371910802,1.821094873,26.54353908,13.75978699,41.6211853,1081210,1588.317495,196.0393561,100.2430546,128.2754989,4957.101989,50.69119035,657.8884259,3817.899888,64.60684903,8.339378598,106.2703818,,,,
Maharashtra,Jalgaon,EastKhandesh,5.320598973,0.849085141,1.228526416,1.594381242,26.5627467,13.04780693,41.83227277,3859670,1588.317495,699.8152268,122.5832299,86.13492432,12532.96194,653.6847792,1627.266831,8379.009715,261.5984111,36.99284253,230.9388958,0.19265328,,,
Maharashtra,Jalna,,5.327791172,0.845778271,1.261661884,1.673031679,25.97349602,12.97457303,40.78225265,2472902,1588.317495,448.3736884,71.87837215,99.78338386,8240.688415,147.312356,804.4106305,6808.070761,134.4682352,31.30692585,120.1595911,0.002474289,,,
Maharashtra,Kolhapur,,5.258600209,1.333964774,1.717632659,2.042614247,24.01031723,14.69463474,34.26151469,3836171,1588.317495,695.5545108,39.81938922,145.4138808,7959.860851,257.5439895,1294.584394,2452.688443,197.2458166,25.43117146,153.8913205,0.075252521,,,
Maharashtra,Latur,"Kulaba,Kolaba,Kolabad",5.30520966,1.043394024,1.541865773,2.035855869,25.80884996,13.47519124,40.60991211,2642309,1588.317495,479.0896818,60.80776315,118.8810186,7597.630281,212.8879319,253.3104806,6702.589166,169.7119259,17.1566363,71.70575551,0.534361157,,,
Maharashtra,MumbaiCity,,5.308560637,0.920296503,1.114600354,1.25204385,26.66942771,18.26327057,33.41635132,851310,1588.317495,154.3550875,5.791367867,7.146803529,71.50695917,,1.634225386,1.364357218,47.32419461,2.409104521,2.541180374,0.002388969,1.895134921,,
Maharashtra,MumbaiSuburban,,5.243804141,0.705638677,0.934019767,1.127138899,26.59418317,17.28156104,33.84600361,3268466,1588.317495,592.6212021,12.33505776,8.641799315,435.1975307,0.000597242,11.05648947,19.71675779,150.9876994,7.520474178,18.2748444,0.366962691,60.73671937,,
Maharashtra,Nagpur,,5.252124028,0.871423796,1.331641746,1.780646624,26.67472962,12.45449004,42.34624668,5805480,1588.317495,1052.619344,6.493713911,96.44747442,10607.23439,263.7716049,1565.035727,5776.236859,364.3462582,63.29769406,236.1944568,0.495540411,,,
Maharashtra,Nanded,Nander,5.299269226,0.881747037,1.304913329,1.731511462,26.8895854,14.08168582,42.27317518,2578076,1588.317495,467.4432894,117.7490731,52.32064854,11168.93303,198.2733292,1069.933435,8153.085436,192.2727512,17.53597044,133.2517381,0.022097963,,,
Maharashtra,Nandurbar,,5.324259754,1.471972101,1.864109428,2.200481873,25.82475292,12.40525818,39.98046468,1750909,1588.317495,317.4656846,22.32477985,242.2736098,6354.689594,315.6577063,1949.360591,3242.702721,84.7388608,34.34023382,89.09045302,0.03481069,,,
Maharashtra,Nashik,Nasik,5.338685416,1.658712107,2.114871163,2.509244554,24.53325177,11.59387002,38.04540605,11373974,1588.317495,2062.269623,37.26133725,165.4093044,16475.99764,1010.140102,4461.094278,8842.582224,456.8403947,137.1454162,264.5585142,0.021159439,,,
Maharashtra,Osmanabad,,5.291943987,1.217276963,1.761730068,2.27560464,25.90314891,13.88120584,40.11524874,2342023,1588.317495,424.643391,10.21298589,201.4049926,7921.903889,256.668859,510.9959312,6759.611806,129.6937102,21.23554478,106.6331638,0.985193721,,,
Maharashtra,Palghar,,5.222882952,0.982649207,1.297173071,1.56119565,26.27766114,-3.62E+36,-3.62E+36,3371539,1588.317495,611.3098607,35.23446054,59.97580784,5642.698615,2.656704086,1002.65333,1727.488429,98.80741349,33.31877897,158.1913792,0.376347926,47.60984704,,
Maharashtra,Parbhani,,5.320359894,0.775348047,1.170957047,1.576306179,26.71409897,13.74383656,41.59985352,1680397,1588.317495,304.6808167,44.02757729,140.2745663,6683.449003,163.7573355,400.2927323,5677.825843,104.7890504,8.885769919,132.642807,0.020135595,,,
Maharashtra,Pune,Poona,5.324943598,1.395832623,1.770255931,2.101802235,24.38088709,12.78308663,36.69150755,15087534,1588.317495,2735.592947,10.01544445,141.1978166,16406.77445,1477.821553,4190.303626,6933.135162,869.6287143,141.479603,518.8594784,4.196565199,,,
Maharashtra,Raigarh,Raygad,5.128795043,0.871455576,1.088997736,1.276826078,25.8237801,16.96956579,34.30371888,3404667,1588.317495,617.3164568,14.09510261,71.68922903,7368.254709,12.05635829,1656.94303,1516.940066,146.8590491,32.12668347,159.4777536,0.082078147,155.8368797,,
Maharashtra,Ratnagiri,,5.157323241,0.737367047,0.955214945,1.144424369,25.85130683,-2.45E+36,-2.45E+36,2345786,1588.317495,425.3256785,27.45151013,208.627453,8835.731088,35.23353756,2362.770554,386.0563546,46.66748412,10.5514785,130.2726085,0.198625702,26.42327612,,
Maharashtra,Sangli,SouthSatara,5.337859296,1.460739551,1.938120763,2.382161671,25.30525093,14.58567087,37.3135119,4570356,1588.317495,828.6731044,6.260415602,233.6337652,8904.273849,475.8114529,2143.267226,5093.5802,220.9584662,98.45256628,76.76456785,1.032375857,,,
Maharashtra,Satara,NorthSatara,5.288687409,1.697456109,2.112833002,2.476032102,24.05816446,13.9478782,35.91380504,4905835,1588.317495,889.5004063,9.290028419,210.2612396,10952.26302,774.9851883,3385.553165,4352.966132,285.5479099,81.79479788,244.4530371,0.020647517,,,
Maharashtra,Sindhudurg,"Kudal,Sindhdurg",5.159890503,0.6937455,0.921031259,1.120821699,26.03048005,,,1415698,1588.317495,256.686975,48.35458741,108.6210212,5366.536196,13.90661472,1126.699517,309.8743538,15.72939801,9.577120462,81.89240433,0.71199806,14.8232109,,
Maharashtra,Solapur,Sholapur,5.329820652,1.08452062,1.531136855,1.979970393,26.92758954,14.7040754,39.49610925,7698835,1588.317495,1395.912594,61.167769,255.1327162,15565.42729,506.7840937,1893.496173,11809.62097,337.0964841,115.6702066,225.8155813,1.715876931,,,
Maharashtra,Thane,Thana,5.130776414,0.821743922,1.045761162,1.237243224,26.12722789,14.89379724,36.3554846,5028028,1588.317495,911.6558036,16.75951686,40.81454097,4477.196526,110.5119961,1046.843282,1257.295149,235.4116429,24.31970366,152.6692775,0.417386999,39.89142972,,
Maharashtra,Wardha,,5.266903263,0.888472029,1.347160323,1.795639157,27.01666138,13.252689,43.04245283,1552412,1588.317495,281.4752442,52.41969569,83.42379516,6724.861011,163.3074415,702.5717861,4759.051858,119.3744736,18.32262378,125.1658462,,,,
Maharashtra,Washim,,5.314312256,1.10593781,1.63631075,2.17480526,26.38785598,13.71805121,41.71463449,1032664,1588.317495,187.2372486,70.53271721,100.6527698,5512.7027,39.93741738,545.0388238,4488.047479,74.8709687,17.96103627,60.84635598,8.53E-05,,,
Maharashtra,Yavatmal,Yeotmal,5.285252964,0.921839931,1.373906096,1.829591546,27.15422812,13.97139774,42.95716088,2475218,1588.317495,448.7936135,59.07358583,102.9076044,14354.39478,230.1801422,2015.536054,9291.031024,186.1184259,45.74935217,227.5614057,0.166118661,,,
Manipur,Bishnupur,Bishenpur|Sishnupur,4.586331202,0.373378301,0.461751713,0.535082687,20.76412602,7.330066935,28.69419963,371440,361.9890484,15.34899682,44.62031161,286.7283856,526.4749994,0.144361979,61.29019227,263.9995808,26.49861397,2.379242409,78.63495988,16.86961875,,,
Manipur,Chandel,Tengnoupal,4.383598077,0.489875987,0.6133996,0.724639563,19.97942747,7.723327637,29.12574084,108765,361.9890484,4.494490736,82.67915194,332.9178896,3480.475006,2.261329729,264.5841103,68.39746015,7.988456127,1.037153795,0.657563697,,,,
Manipur,Churachandpur,ManipurSouth|Churchandpur,4.601885748,0.358227306,0.432973779,0.508344587,20.51825157,8.15580489,28.51496403,231965,361.9890484,9.585478266,59.89900575,274.5831006,5155.956008,3.640447362,405.7517823,106.266969,19.25679595,1.364527858,16.36196285,0.004863258,,,
Manipur,ImphalEast,,4.667747099,0.200776316,0.257638503,0.303093101,20.9440189,7.905727733,29.69686335,629394,361.9890484,26.00841725,16.45502218,266.5430787,657.6399732,0.033018963,46.34505864,250.3961092,46.88650138,1.649071121,2.362860908,0.006484344,,,
Manipur,ImphalWest,,4.593252128,0.302909179,0.38122951,0.442047377,20.3100159,6.687176424,28.37582397,818548,361.9890484,33.82481868,15.35522946,275.8207226,535.2544602,0.009385235,47.33221472,301.9840161,64.23997166,3.835233649,14.08698187,4.050838095,,,
Manipur,Senapati,,4.327012907,0.351369028,0.420872175,0.484022734,17.29306606,4.960765697,25.71761671,302136,361.9890484,12.48515104,36.68556165,270.9692311,3835.324771,0.189496428,654.4324411,225.7205345,19.29331304,4.068584721,7.701182613,0.000170641,,,
Manipur,Tamenglong,ManipurWest,4.411804723,0.3285917,0.38233158,0.439878781,19.82070602,7.257123782,27.56328366,140374,361.9890484,5.800667886,34.51817711,234.7838309,4609.419983,0.00273025,198.5065096,39.89262421,6.002966989,2.129339196,7.244804228,0.001877047,,,
Manipur,Thoubal,,4.671975318,0.300565524,0.383632219,0.448697158,20.59043716,7.0289505,29.05200195,610023,361.9890484,25.20795037,47.28597516,301.9004395,781.0553877,0.195980772,102.9423774,437.8514192,52.78930231,4.910781588,19.08837364,1.135442802,,,
Manipur,Ukhrul,"ManipurEast,Ukhurul",4.347184411,0.26450826,0.321605522,0.375839477,18.35945409,5.66352934,26.80026999,149478,361.9890484,6.176872029,66.91858737,318.8769156,4893.859668,0.326350219,405.0281806,74.6098032,9.633517193,1.533206128,0.390596419,,,,
Meghalaya,EastGaroHills,,4.354545644,0.44506554,0.637293585,0.809575457,22.43661504,10.59267392,29.95858632,285514,751.3292232,24.48801505,91.38259162,136.6693251,2414.29302,0.017064064,153.5520015,73.21097657,1.821162204,1.407529299,1.212231089,,,,
Meghalaya,EastKhasiHills,,4.239233778,0.326939717,0.39788699,0.458119472,18.471729,7.177392687,26.24287633,837633,751.3292232,71.8422547,87.19236627,87.71742389,3154.562395,8.53E-05,710.9228535,270.4746251,40.16266302,13.43334291,8.204401854,0.012883368,,,
Meghalaya,JaintiaHills,,4.325646283,0.571860781,0.735340892,0.866978885,19.73509372,7.487183477,27.37849362,557076,751.3292232,47.7793925,49.60467069,110.0317845,4214.207052,0.000426602,1222.208874,243.4886615,27.68294531,16.65725648,8.149114287,0.000170641,,,
Meghalaya,NorthGaroHills,,4.366680962,0.319527387,0.477534312,0.627624603,23.55447103,11.64124985,31.31585083,144264,751.3292232,12.37326017,65.61492842,142.2982234,675.8050103,0.000682563,8.680318592,48.95526315,0.595450505,0.961901274,0.812249435,,,,
Meghalaya,RiBhoi,,4.401219492,0.165229181,0.225846388,0.27550436,21.0622379,9.078403766,28.72280414,348494,751.3292232,29.88969478,37.35889205,34.52699026,2638.171489,,245.1326134,124.4726186,12.73857955,3.33500062,4.770685624,,,,
Meghalaya,SouthGaroHills,,4.351780341,0.273790221,0.387722755,0.488822588,22.75264897,11.10041774,31.20681266,179922,751.3292232,15.43158179,129.2375563,165.3189014,2036.208911,0.004863258,32.42402478,45.47735099,1.066503985,5.319124634,6.271555352,0.010409079,,,
Meghalaya,SouthWestGaroHills,,4.462326436,0.547841521,0.833344176,1.105558764,24.45296102,11.66262531,33.36856079,149532,751.3292232,12.82508692,119.7423873,222.0215719,571.3873593,0.010153118,7.387971723,125.9896992,3.73378779,1.069234235,0.71984753,0.151187605,,,
Meghalaya,SouthWestKhasiHills,,4.360810278,0.28287904,0.36946415,0.441477026,19.68014107,8.313633219,27.11496582,126108,751.3292232,10.81605316,106.8293052,112.6153308,1563.871019,0.003839414,327.228848,83.83386818,2.342128071,6.352694975,4.526328231,0.004521977,,,
Meghalaya,WestGaroHills,,4.400234923,0.400643426,0.600885001,0.785809007,23.63628582,11.3783228,32.06120274,584464,751.3292232,50.12841131,93.85583327,189.881607,3362.024125,0.016210861,97.60183738,263.7629022,8.547816137,5.499662428,4.804813752,1.751284863,,,
Meghalaya,WestKhasiHills,,4.34587054,0.429886181,0.574782388,0.697240528,19.57908137,8.04394694,26.68806641,335284,751.3292232,28.75669718,80.31908535,87.37818424,4214.92161,0.000853203,872.8496416,203.0497313,5.868331525,4.196906481,1.69966607,,,,
Mizoram,Aizawl,Aizawal,4.635567836,0.333534917,0.404951977,0.472402375,21.21599932,9.642569648,29.23644341,384371,581.8867529,25.53200834,57.812302,286.1145238,3761.433451,0.001621086,260.4727801,5.425519071,17.86035829,0.718311764,7.800068863,,,,
Mizoram,Champhai,,4.702500051,0.324768751,0.393881478,0.459287622,19.16844721,7.831721572,27.31150943,131300,581.8867529,8.721658751,98.8145621,332.9583458,3732.187864,0.109124688,492.4564232,37.41577535,6.971864529,1.775259873,0.972822275,,,,
Mizoram,Kolasib,Aizawal,4.628623961,0.157857611,0.214702646,0.261772229,23.25032628,10.60066732,30.9776652,161923,581.8867529,10.75580465,24.58437521,241.9633526,1473.71227,0.001791727,38.35293374,16.24259973,3.96389669,0.18463317,15.05485557,0.053239879,,,
Mizoram,Lawangtlai,,4.80573379,0.314480992,0.449275882,0.577294842,23.18082172,12.3308477,31.47573985,144794,581.8867529,9.618003482,187.7856933,432.6066595,2206.099668,0.027643783,84.82392516,16.29387724,2.508076091,1.104898128,6.902925711,,,,
Mizoram,Lunglei,,4.754843231,0.270325601,0.359671279,0.445559521,22.05157872,10.90667504,30.36879353,177442,581.8867529,11.78666087,153.8666372,369.5718934,4925.468372,0.046414253,186.2505018,10.60787523,6.603792673,1.480734132,14.22434759,,,,
Mizoram,Mamit,,4.649080545,0.359663288,0.49079306,0.613578522,22.76685393,10.56885366,30.82391858,134965,581.8867529,8.965107946,81.63461161,278.8058294,3349.732709,0.001023844,49.19125915,8.317365956,3.024861262,0.288041396,1.710501751,0.010238438,,,
Mizoram,Saiha,Chhimtuipui,4.741488844,0.299498778,0.363596307,0.423996933,20.56937173,10.53521438,29.19302223,71791,581.8867529,4.768747931,214.5480921,442.2138588,2129.390388,0.041550995,189.911426,7.98393415,3.172977335,1.196873432,6.276930532,,,,
Mizoram,Serchhip,,4.719939444,0.291795399,0.363760957,0.428241303,20.12261146,9.115250587,28.39274979,79768,581.8867529,5.298623574,118.6838423,344.4592898,1471.959194,0.01066504,156.1847306,12.74881799,3.233640082,0.280618528,0.431806133,,,,
Nagaland,Dimapur,,4.458112162,0.156753934,0.211976792,0.257707807,21.973246,8.170832952,30.50441488,985501,433.0890993,48.72257311,93.11061228,224.7008116,957.6080408,2.037961134,43.57735282,189.6873749,47.31625982,4.664717788,0.374385559,0.020050275,,,
Nagaland,Kiphire,Tuenasang,4.247335571,0.211636188,0.23421615,0.258221571,17.31628527,3.66982133,24.67674909,55928,433.0890993,2.765046478,126.6954418,337.5372083,1241.249809,0.211935672,140.8710985,5.830534624,5.293443218,0.440679446,0.127468556,,,,
Nagaland,Kohima,,4.204609131,0.178408435,0.214949604,0.247528507,17.96793927,5.608406067,26.67771912,280770,433.0890993,13.8810989,96.44465392,259.7272266,1448.950437,0.008958633,62.97910798,30.69876262,21.26480965,1.014031989,0.014163173,,,,
Nagaland,Longleng,Tuenasang,4.144705329,0.118271213,0.146401375,0.173076858,20.55343137,7.541556464,29.09488932,48999,433.0890993,2.42248091,49.82696435,335.7290005,655.033864,0.1125375,18.59206534,11.33804652,3.00028901,2.468060861,1.514179697,,,,
Nagaland,Mokokchung,Mokochung,4.246352398,0.124064246,0.164856471,0.201164072,20.98659015,8.07047187,29.689721,204607,433.0890993,10.11564627,71.72381356,304.8107045,1786.652183,0.07755617,24.45860514,19.23725759,12.44302997,2.207066006,0.125079587,,,,
Nagaland,Mon,,4.077827565,0.124364689,0.154235468,0.181799656,20.02772872,6.961067708,28.60397949,204720,433.0890993,10.12123292,34.84153971,361.8262953,2416.140461,0.200076148,124.5814873,60.22727174,8.327348433,4.027972249,1.207282511,,,,
